"Article","Year","Stem"
"Constructing Automated Revision Graphs: A Novel Visualization Technique to Study Student Writing",2020,"automated feedback"
"When Lying, Hiding and Deceiving Promotes Learning - A Case for Augmented Intelligence with Augmented Ethics",2020,"augmented eth"
"Understanding Rapport over Multiple Sessions with a Social, Teachable Robot",2020,"long-term hri"
"Exploring the Role of Perspective Taking in Educational Child-Robot Interaction",2020,"gamif"
"Evaluating Student Learning in a Synchronous, Collaborative Programming Environment Through Log-Based Analysis of Projects",2020,"computational think"
"Adaptive Forgetting Curves for Spaced Repetition Language Learning",2020,"adaptive learn"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"vocational educ"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"deep learn"
"The Exploration of Feeling of Difficulty Using Eye-Tracking and Skin Conductance Response",2020,"skin conductance response (scr)"
"Sense of Agency in Times of Automation: A Teachers’ Professional Development Proposal on the Ethical Challenges of AI Applied to Education",2020,"train"
"Predicting Learners Need for Recommendation Using Dynamic Graph-Based Knowledge Tracing",2020,"gated recurrent unit (gru)"
"Predicting Comprehension from Students’ Summaries",2015,"support vector machin"
"Evaluating the Effectiveness of Integrating Natural Language Tutoring into an Existing Adaptive Learning System",2015,"isomorphic exampl"
"Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System",2015,"sax"
"Integrating Learning Progressions in Unsupervised After-School Online Intelligent Tutoring",2015,"instructional task"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"axiomatic approach"
"Fine-Grained Analyses of Interpersonal Processes and Their Effect on Learning",2015,"compute pearson correl"
"Item Response Model with Lower Order Parameters for Peer Assessment",2015,"hierarchical bayes model"
"Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing",2015,"write"
"Exploring Missing Behaviors with Region-Level Interaction Network Coverage",2015,"student approach"
"Educational Technologies to Support Linguistically Diverse Students, and the Challenges of Classroom Integration",2015,"aav"
"Developing Self-regulated Learners Through an Intelligent Tutoring System",2015,"educational data min"
"Building Compiler-Student Friendship",2015,"novice programm"
"Who Needs Help? Automating Student Assessment Within Exploratory Learning Environments",2015,"automate assess"
"Motivating Learning in the Age of the Adaptive Tutor",2015,"adaptive tutor"
"Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources",2015,"adaptive system"
"Negotiation-Driven Learning: A New Perspective of Learning Using Negotiation",2015,"affect"
"Sharing Student Models That Use Machine Learning",2015,"generic user model"
"Moody Agents: Affect and Discourse During Learning in a Serious Game",2015,"learn"
"Examining the Predictive Relationship Between Personality and Emotion Traits and Learners’ Agent-Direct Emotions",2015,"pedagogical ag"
"Machine Learning for Holistic Evaluation of Scientific Essays",2015,"machine learn"
"Motivational Design in an Intelligent Tutoring System that Helps Students Make Good Task Selection Decisions",2015,"user-centered design"
"DeepStealth: Leveraging Deep Learning Models for Stealth Assessment in Game-Based Learning Environments",2015,"educational gam"
"A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis",2015,"asr engine evalu"
"A Player Model for Adaptive Gamification in Learning Environments",2015,"player model"
"Blocking Vs. Interleaving: Examining Single-Session Effects Within Middle School Math Homework",2015,"randomized controlled tri"
"Impact of Adaptive Educational System Behaviour on Student Motivation",2015,"educational gam"
"AttentiveLearner: Improving Mobile MOOC Learning via Implicit Heart Rate Tracking",2015,"intelligent tutoring system"
"Interpreting Freeform Equation Solving",2015,"action choic"
"ITS Support for Conceptual and Perceptual Connection Making Between Multiple Graphical Representations",2015,"chemistri"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"data min"
"Contextual Recommendation of Educational Contents",2015,"content recommend"
"From Learning Companions to Testing Companions",2015,"summative test"
"Negotiation-Driven Learning",2015,"affect"
"From Heterogeneous Multisource Traces to Perceptual-Gestural Sequences: the PeTra Treatment Approach",2015,"heterogeneous trac"
"Probability Based Scaffolding System with Fading",2015,"cognitive apprenticeship"
"Temporal Generalizability of Face-Based Affect Detection in Noisy Classroom Environments",2015,"educational data min"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"open educational resourc"
"Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools",2015,"computational linguist"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"write"
"Predicting Students’ Emotions Using Machine Learning Techniques",2015,"computer support cooperative work"
"Transfer Learning for Predictive Models in Massive Open Online Courses",2015,"multitask learn"
"Towards the Development of the Invention Coach: a Naturalistic Study of Teacher Guidance for an Exploratory Learning Task",2015,"intelligent tutor"
"Adaptive Representation of Digital Resources Search Results in Personal Learning Environment",2015,"personal learning environ"
"Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments",2015,"simulated learn"
"Modeling Self-Efficacy Across Age Groups with Automatically Tracked Facial Expression",2015,"game-based learning environ"
"No Child Behind nor Singled out? – Adaptive Instruction Combined with Inclusive Pedagogy in Early Math Software",2015,"preschool"
"An Integrated Emotion-Aware Framework for Intelligent Tutoring Systems",2015,"intelligent tutoring system"
"Off the Beaten Path: The Impact of Adaptive Content Sequencing on Student Navigation in an Open Social Student Modeling Interface",2015,"java program"
"Comparing Representations for Learner Models in Interactive Simulations",2015,"exploratory learning environ"
"Quality of LOD Based Semantically Generated Questions",2015,"self-directed learn"
"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training",2015,"neet"
"FARMA-ALG: An Application for Error Mediation in Computer Programming Skill Acquisition",2015,"error record"
"Learner-Adaptive Pedagogical Model in SIAL, an Open-Ended Intelligent Tutoring System for First Order Logic",2015,"artificial intellig"
"Worked Examples are More Efficient for Learning than High-Assistance Instructional Software",2015,"erroneous exampl"
"An Adaptive Coach for Invention Activities",2017,"productive failur"
"iSTART-ALL: Confronting Adult Low Literacy with Intelligent Tutoring for Reading Comprehension",2017,"literacy technolog"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor",2017,"personality trait"
"Automatic Extraction of AST Patterns for Debugging Student Programs",2017,"syntactic featur"
"Dusting Off the Messy Middle: Assessing Students’ Inquiry Skills Through Doing and Writing",2017,"doing scienc"
"Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement",2017,"mind wand"
"iSTART Therefore I Understand: But Metacognitive Supports Did not Enhance Comprehension Gains",2017,"game-based practic"
"Inducing Stealth Assessors from Game Interaction Data",2017,"educational gam"
"Supporting Constructive Video-Based Learning: Requirements Elicitation from Exploratory Studies",2017,"soft skill learn"
"Evaluating the Effect of Uncertainty Visualisation in Open Learner Models on Students’ Metacognitive Skills",2017,"metacognitive skil"
"Identifying Productive Inquiry in Virtual Labs Using Sequence Mining",2017,"self-regulated learn"
"“Thanks Alisha, Keep in Touch”: Gender Effects and Engagement with Virtual Learning Companions",2017,"game-based learn"
"Collaboration Improves Student Interest in Online Tutoring",2017,"boredom"
"Group Optimization to Maximize Peer Assessment Accuracy Using Item Response Theory",2017,"ability measur"
"Characterizing Students’ Learning Behaviors Using Unsupervised Learning Methods",2017,"feature select"
"Improving Sensor-Free Affect Detection Using Deep Learning",2017,"educational data min"
"Communication Strategies and Affective Backchannels for Conversational Agents to Enhance Learners’ Willingness to Communicate in a Second Language",2017,"intelligent tutor"
"Does Adaptive Provision of Learning Activities Improve Learning in SQL-Tutor?",2017,"adaptive strategi"
"ReaderBench Learns Dutch: Building a Comprehensive Automated Essay Scoring System for Dutch Language",2017,"dutch semantic model"
"Transforming Foreign Language Narratives into Interactive Reading Applications Designed for Comprehensibility and Interest",2017,"extensive read"
"Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior",2017,"data structur"
"Assessing Question Quality Using NLP",2017,"question classif"
"Keeping the Teacher in the Loop: Technologies for Monitoring Group Learning in Real-Time",2017,"random forest model"
"StairStepper: An Adaptive Remedial iSTART Module",2017,"reading assess"
"Effects of a Dashboard for an Intelligent Tutoring System on Teacher Knowledge, Lesson Plans and Class Sessions",2017,"learning analyt"
"Teaching Informal Logical Fallacy Identification with a Cognitive Tutor",2017,"difficulty factors assess"
"4C: Continuous Cognitive Career Companions",2017,"core expertis"
"Effects of Error-Based Simulation as a Counterexample for Correcting MIF Misconception",2017,"practical us"
"Using a Model for Learning and Memory to Simulate Learner Response in Spaced Practice",2017,"mobile learn"
"How Should Knowledge Composed of Schemas be Represented in Order to Optimize Student Model Accuracy?",2018,"compound schem"
"Active Learning for Improving Machine Learning of Student Explanatory Essays",2018,"instance selection strategi"
"Student Learning Benefits of a Mixed-Reality Teacher Awareness Tool in AI-Enhanced Classrooms",2018,"intelligent tutor"
"Opening Up an Intelligent Tutoring System Development Environment for Extensible Student Modeling",2018,"learning analyt"
"Better Late Than Never but Never Late Is Better: Towards Reducing the Answer Response Time to Questions in an Online Learning Community",2018,"peer recommender system"
"Expert Feature-Engineering vs. Deep Neural Networks: Which Is Better for Sensor-Free Affect Detection?",2018,"affect and behavior detect"
"Validating Revised Bloom’s Taxonomy Using Deep Knowledge Tracing",2018,"deep learn"
"Communication at Scale in a MOOC Using Predictive Engagement Analytics",2018,"drop-out predict"
