"Article","Year","Author","Stem"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"Cheng, Q","intelligent tutor"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"Mirsafian, M","gender differ"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"Goldwasser, D","topic model"
"Prediction of academic achievement based on digital campus",2018,"Li, X","multi-source data merg"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"Protopapas, P","markov chain monte carlo"
"Does deep knowledge tracing model interactions among skills?",2018,"Milne, B","personalized learn"
"Identifying student communities in blended courses",2017,"Barnes, T.","social network"
"An LDA topic model and social network analysis of a school blogging platform",2017,"Natriello, G.","topic model"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"Bosch, N.","student model"
"The reading ability of college freshmen",2017,"Graesser, A.","tabe"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"Baraniuk, R.","mixed effect model"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"Gu, X","visual analyt"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"Beck, J.E","randomized controlled experi"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"Mudrick, N","intelligent tutoring system"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"Hu, X.","text analysi"
"Behavior-based latent variable model for learner engagement",2017,"Chiang, M.","learning analyt"
"A latent factor model for instructor content preference analysis",2017,"Baraniuk, R.G.","personalized learn"
"Data-mining textual responses to uncover misconception patterns",2017,"Grimaldi, P.J","natural language process"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"Heffernan, N.T","random forest"
"Predicting performance in a small private online course",2017,"Qiaoye, Y","student performance predict"
"Tracking online reading of college students",2017,"D’Mello, S.K.","text difficulti"
"Making the grade: How learner engagement changes after passing a course",2017,"Paepcke, A.","video-interact"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"Kimura, H","rnn"
"Modeling dormitory occupancy using Markov chains",2017,"Hardee, T.","model"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"Piech, C.","online educ"
"Modeling classifiers for virtual internships without participant data",2017,"Graesser, A.C","regular express"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"Essa, A","learning strategi"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"Martin, Z","system interaction log"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"Zhang, M.","topic model"
"Assessing computer literacy of adults with low literacy skills",2017,"Graesser, A.","lasso"
"Addressing student behavior and affect with empathy and growth mindset",2017,"Woolf, B","intelligent tutor"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"Cassell, J.","social st"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"D’Mello, S.K.","machine learn"
"Inferring frequently asked questions from student question answering forums",2017,"Sengupta, B.","question similar"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"Khong, A.W.H.","support vector machin"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"Mostafavi, B.","interaction network"
"Gaze-based detection of mind wandering during lecture viewing",2017,"Stewart, A","lecture view"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"Beauchamp, M.H.","moral reason"
"Linking language to math success in an on-line course",2017,"McNamara, D.S.","student success"
"Adaptive assessment experiment in a harvardx MOOC",2017,"Fredericks, C","mooc"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"Spann, C.A","replic"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"Solenthaler, B","variational auto-encod"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"Grover, S","machine learn"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"Pennebaker, J.W","topic model"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"Heffernan, N.","standardized test"
"Modeling the zone of proximal development with a computational approach",2017,"Jordan, P","zone of proximal develop"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"Fang, Y","learning strategi"
"Validating game-based measures of implicit science learning",2016,"Eagle, M","interaction network"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"Wiebe, E","markov model"
"Discovering ‘tough love’ interventions despite dropout",2016,"Heffernan, N","online educ"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"D'Mello, S.K.","mind wand"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"Wiggins, J.B","virtual ag"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"Inventado, P","mathematics corpora"
"A scalable learning analytics platform for automated writing feedback",2016,"Boulanger, D","performance feedback"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"McQuiggan, S.","teacher-facilitated feedback"
"Analysing and refining pilot training",2016,"Guo, R.J.","sequence min"
"Document segmentation for labeling with academic learning objectives",2016,"Sengupta, B","unsupervis"
"Assessing student-generated design justifications in engineering virtual internships",2016,"Shaffer, D.W","virtual internship"
"Effect of student ability and question difficulty on duration",2016,"Mojarad, S.","rasch model"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"Patil, S","liveli"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"Barnes, T.","user-created cont"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"Samei, B","question detect"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"Lee, K","predict"
"Redefining “what” in analyses of who does what in MOOCs",2016,"Epp, C.D.","online learn"
"A coupled user clustering algorithm for web-based learning systems",2016,"Wang, C","web-based learn"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"Graesser, A.","topic model"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"Johnson, A.C","natural language process"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"Ekanadham, C.","recurrent neural net"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"Song, Z","multimodal learning analyt"
