"Article","Year","Stem"
"Patterns of persistence: What engages students in a remedial English writing MOOC?",2014,"persist"
"Teaching the unteachable: On the compatibility of learning analytics and humane education",2014,"pedagogi"
"Practice exams make perfect: Incorporating course resource use into an early warning system",2014,"learning analyt"
"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",2014,"spatial information distribut"
"Assessing elementary students' science competency with text analytics",2014,"writing assess"
"Small to big before massive: Scaling up participatory learning analytics",2014,"social learning analysi"
"Peer assessment based on ratings in a social media course",2014,"social media"
"Context personalization, preferences, and performance in an intelligent tutoring system for middle school mathematics",2014,"prefer"
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"higher educ"
"Educational data sciences - Framing emergent practices for analytics of learning, organizations, and systems",2014,"educational data min"
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"learning analyt"
"Visualizing semantic space of online discourse: The Knowledge Forum case",2014,"semantic analysi"
"Data wranglers: Human interpreters to help close the feedback loop",2014,"organizational learn"
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"learning analyt"
"Uncovering what matters: Analyzing transitional relations among contribution types in knowledge-building discourse",2014,"lag-sequential analysi"
"What different kinds of stratification can reveal about the generalizability of data-mined skill assessment models",2013,"science inquiri"
"System for assessing classroom attention",2013,"orchestr"
"Multimodal learning analytics",2013,"multimodal interact"
"Understanding promotions in a case study of student blogging",2013,"like"
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"virtual world"
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"teaching analyt"
"Interpreting data mining results with linked data for learning analytics: Motivation, case study and directions",2013,"linked data"
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"virtual learning environ"
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"usage data format"
"Crafting transformative strategies for personalized learning/analytics",2013,"strategic plan"
"Considering formal assessment in learning analytics within a PLE: The HOU2LEARN case",2013,"indegree centr"
"From micro to macro: Analyzing activity in the ROLE Sandbox",2013,"web log"
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"learning analyt"
"Epistemology, pedagogy, assessment and learning analytics",2013,"pedagogi"
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"keywords microgenetic research"
"Multidisciplinarity vs. multivocality, the case of ""learning analytics""",2013,"technology enhanced learn"
"Learning analytics for online discussions: A pedagogical model for intervention with embedded and extracted analytics",2013,"student particip"
"Addressing learner issues with StepUp!: An evaluation",2013,"visual"
"What can we learn from Facebook activity? Using social learning analytics to observe new media literacy skills",2013,"social media"
"Formative assessment and learning analytics",2013,"student profil"
"Second International Workshop on Teaching Analytics",2013,"teaching analyt"
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"educational dialogu"
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"quantified self"
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"detector"
"Open academic analytics initiative: Initial research findings",2013,"open sourc"
