"Article","Year","Stem"
"Using ITS generated data to predict standardized test scores",2013,"regress"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"social gam"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"person"
"Mining social deliberation in online communication: If you were me and I were you",2013,"feature engin"
"Sequences of frustration and confusion, and learning",2013,"discovery with model"
"Predicting group programming project performance using SVN activity traces",2013,"svn"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"mathematics educ"
"A methodology for student video interaction patterns analysis and classification",2019,"video watching event trac"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"slicing analysi"
"Predicting student academic outcomes in UK secondary phase education: An architecture for machine learning and user interaction",2019,"student outcom"
"A comparison of automated scale short form selection strategies",2019,"tabu search"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"second languag"
"Measuring item teaching value in an online learning environment",2019,"prime"
"Design and deployment of a better university course search: Inferring latent",2019,"skip-gram"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"socio-moral reasoning skil"
"Predictive student modeling for interventions in online classes",2018,"online educ"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"perceptual flu"
"Quantyler: Apportioning credit for student forum participation",2018,"mooc"
"Predicting student enrollment based on student and college characteristics",2018,"time series analysi"
"Finding topics in enrollment data",2018,"transcript"
"Understanding student procrastination via mixture models",2018,"student model"
"Intelligent instructional hand offs",2018,"mathematics educ"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"vocabulary list"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"scaffold"
"Modeling dormitory occupancy using Markov chains",2017,"university h"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"sequential model"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"rkt"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"text classif"
"Studying assignment size and student performance using propensity score matching",2016,"test reli"
"Discovering ‘tough love’ interventions despite dropout",2016,"selection bia"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"robust learn"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"text min"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"personal data"
"Effect of student ability and question difficulty on duration",2016,"visual"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"recurrent neural network"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"robust learn"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"short answ"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"user model"
"Using ITS generated data to predict standardized test scores",2013,"standardized test"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"user generated cont"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"self-regulated learn"
"Mining social deliberation in online communication: If you were me and I were you",2013,"social deliberative skil"
"Sequences of frustration and confusion, and learning",2013,"frustrat"
"A comparison of automated scale short form selection strategies",2019,"valid"
