"Article","Year","Author","Stem"
"Supporting collaborative learning with tag recommendations: A real-world study in an inquiry-based classroom project",2017,"Albert, D.","real-world test"
"What'd you say again? Recurrence quantification analysis as a method for analyzing the dynamics of discourse in a reading strategy tutor",2017,"McNamara, D.S.","stealth assess"
"Follow the successful crowd: Raising MOOC completion rates through social comparison at scale?",2017,"Hauff, C.","social comparison"
"Dynamics of MOOC discussion forums",2017,"Dillenbourg, P.","temporal analysi"
"A systematic review of studies on predicting student learning outcomes using learning analytics",2017,"Woo, M.","systematic review"
"Community based educational data repositories and analysis tools",2017,"Thille, C.","scalabl"
"Measures for recommendations based on past students' activity",2017,"Zdrahal, Z.","student retent"
"Student empowerment, awareness, and self-regulation through a quantified-self student tool",2017,"McKay, J.","recommendation engin"
"Towards mining sequences and dispersion of rhetorical moves in student written texts",2017,"Shum, S.B.","temporal analysi"
"DesignLAK17: Quality metrics and indicators for analytics of assessment design at scale",2017,"Littlejohn, A.","scaled cours"
"Developing a MOOC experimentation platform: Insights from a user study",2017,"Siemens, G.","technology acceptance model"
"Quasi-experimental design for causal inference using Python and Apache Spark: A hands-on tutorial",2017,"Zhang, J.","quasiexperiment design"
"Developing institutional learning analytics 'communities of transformation' to support student success",2017,"Shepard, L.","student success"
"Guidance counselor reports of the ASSISTments college Prediction model (acpm)",2017,"Hawn, M.A.","student engag"
"Writing analytics literacy - Bridging from research to practice",2017,"McNamara, D.","writing analyt"
"LAK17 Hackathon - Getting the right information to the right people so they can take the right action",2017,"Dorey-Elias, T.","visual"
"A Pedagogical framework for learning analytics in collaborative inquiry tasks: An Example from a teamwork competency awareness program",2016,"Hong, H.","pedagogical model"
"Reflecting on reflective writing analytics: Assessment challenges and iterative evaluation of a prototype tool",2016,"Wang, X.","rhetor"
"Recipe for Success - Lessons learnt from using xAPI within the connected learning analytics toolkit",2016,"Gaševíc, D.","xapi"
"Student perspectives on data provision and use: Starting to unpack disciplinary differences",2016,"Liu, D.Y.T.","student ne"
"Educational Data mining with python and apache spark: A hands-on tutorial",2016,"Essa, A.","machine learn"
"The learning analytics readiness instrument",2016,"Brown, M.G.","survey design"
"Ethical and privacy issues in the design of learning analytics applications",2016,"Hoel, T.","surveil"
"Validity: A framework for cross-disciplinary collaboration in mining indicators of learning from MOOC forums",2016,"Zhang, R.","measurement theori"
"Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",2016,"Shum, S.B.","groupwar"
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016,"Baker, R.","network analysi"
"Topic modeling for evaluating students' reflective writing: A case study of pre-Service teachers' journals",2016,"Yu, Y.","reflect"
"Using machine analysis to make elementary students' mathematical thinking visible",2016,"Kliman, M.","visual represent"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"Salter, D.","pair program"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"Baker, R.S.","predictive analyt"
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016,"Mendhe, D.","open sourc"
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016,"Van Inwegen, E.G.","universal data report"
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015,"Goodrich, V.","quantified self"
"Ethical and privacy issues in the application of learning analytics",2015,"Hoel, T.","surveil"
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015,"Ocumpaugh, J.L.","predictive analyt"
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"Heffernan, N.","tabl"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"Cheng, B.H.","tempor"
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"Bouhineau, D.","share"
"Penetrating the black box of time-on-task estimation",2015,"Joksimović, S.","time on task"
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"Yacef, K.","visualis"
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"Ferguson, R.","natural language process"
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"Snow, E.L.","natural language process"
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"Gauvin, L.","temporal network"
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"Gao, S.","semant"
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"Schön, M.","one digit multipl"
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"Ambrose, G.A.","student retent"
"Visualizing patterns of student engagement and performance in MOOCs",2014,"Kennedy, G.","visual"
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"Essa, A.","implement"
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"Wong, L.","sustain"
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"De Laat, M.","social learning analyt"
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"Ferguson, R.","visual"
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"Olsen, J.","mathematics educ"
"Formative assessment and learning analytics",2013,"Van Der Kooij, H.","test directed learn"
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"Buckingham Shum, S.","exploratory dialogu"
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"Braun, S.","reflective learn"
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"Gowda, S.M.","high stakes test"
"Open academic analytics initiative: Initial research findings",2013,"Jonnalagadda, N.","portabl"
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"Liu, L.","learning analyt"
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"Pammer-Schindler, V.","reading compet"
"Predicting student success in a blended learning environment",2020,"Vanden Broucke, S.","machine learn"
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"Sabatini, J.","reading app"
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"Duckworth, A.L.","noncognitive trait"
"Exploring learner engagement patterns in teach-outs",2019,"Choi, H.","topic model"
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"Smeaton, A.","user2code2vec"
